iter	RMSE
2973	0.01002469599
2974	0.009995103835
2975	0.009968158385
2976	0.009961257494
2977	0.009956939226
2978	0.009922913453
2979	0.009916441534
2980	0.009897149674
2981	0.009872151726
2982	0.009850222319
2983	0.009828066828
2984	0.009800668194
2985	0.009772174402
2986	0.009760170101
2987	0.00973832927
2988	0.009720445106
2989	0.009701465074
2990	0.009680613491
2991	0.009664932979
2992	0.009645512418
2993	0.009628881799
2994	0.009626828579
2995	0.009621828973
2996	0.009619286952
2997	0.009605648871
2998	0.009581477811
2999	0.009556822569
